,Brand,Memory,Storage,Rating,Original Price,colour
1276,Apple,4,256,4.6,121300,green
1279,Apple,4,256,4.7,131900,green
1282,Apple,4,64,4.6,49900,red
1283,Apple,6,256,4.24309764309762,129900,silver
1284,Apple,4,64,4.6,49900,red
1285,Apple,6,512,4.24309764309762,149900,blue
1287,Apple,4,128,4.6,54900,black
1288,Apple,4,256,4.6,64900,yellow
1290,Apple,4,64,4.6,79900,purple
1294,Apple,6,128,4.24309764309762,119900,gold
1295,Apple,4,64,4.6,49900,green
1299,Apple,4,256,4.6,64900,white
1300,Apple,4,256,4.6,64900,purple
1301,Apple,4,256,4.6,64900,black
1302,Apple,6,128,4.24309764309762,119900,silver
1304,Apple,4,256,4.6,64900,yellow
1305,Apple,4,128,4.6,84900,purple
1306,Apple,4,128,4.6,54900,purple
1308,Apple,6,128,4.24309764309762,129900,graphite
1309,Apple,4,256,4.6,64900,red
1311,Apple,4,128,4.6,54900,green
1312,Apple,4,256,4.6,64900,black
1313,Apple,4,256,4.7,131900,silver
1314,Apple,6,512,4.24309764309762,159900,gold
1315,Apple,4,512,4.24309764309762,109900,pink
1318,Apple,4,256,4.6,64900,purple
1320,Apple,4,128,4.6,54900,yellow
1321,Apple,4,256,4.6,64900,red
1322,Apple,4,256,4.7,131900,grey
1323,Apple,4,64,4.6,109900,grey
1326,Apple,4,128,4.6,54900,red
1328,Apple,4,256,4.6,80900,purple
1329,Apple,4,64,4.6,49900,purple
1331,Apple,4,64,4.7,117100,silver
1332,Apple,6,512,4.24309764309762,99900,blue
1333,Apple,4,256,4.6,64900,green
1334,Apple,4,256,4.6,64900,white
1336,Apple,4,512,4.6,140300,grey
1337,Apple,6,128,4.24309764309762,129900,silver
1338,Apple,4,256,4.7,131900,gold
1341,Apple,4,512,4.6,140300,gold
1342,Apple,6,256,4.24309764309762,139900,blue
1344,Apple,4,64,4.6,106600,silver
1345,Apple,4,128,4.6,54900,white
1347,Apple,4,512,4.6,144900,silver
1350,Apple,4,64,4.6,106600,gold
1352,Apple,4,64,4.6,106600,green
1353,Apple,4,512,4.6,140300,silver
1355,Apple,4,256,4.7,103900,grey
1356,Apple,4,64,4.7,89900,grey
1357,Apple,4,64,4.6,106600,grey
1362,Apple,4,256,4.6,121300,silver
1366,Apple,6,512,4.24309764309762,99900,pink
1369,Apple,4,256,4.7,103900,silver
1372,Apple,4,256,4.6,121300,green
1375,Apple,4,256,4.7,131900,green
1384,Apple,4,512,4.7,150800,green
1390,Apple,4,128,4.6,54900,purple
1392,Apple,4,512,4.7,150800,grey
1398,Apple,6,512,4.24309764309762,149900,silver
1403,Apple,6,512,4.24309764309762,159900,silver
1404,Apple,4,512,4.7,150800,silver
1405,Apple,6,512,4.24309764309762,159900,blue
1406,Apple,6,512,4.24309764309762,149900,gold
1410,Apple,6,512,4.24309764309762,159900,graphite
1412,Apple,4,512,4.6,144900,gold
1416,Apple,4,512,4.7,134900,silver
1419,Apple,6,512,4.24309764309762,99900,midnight
1429,Apple,4,64,4.6,109900,gold
1430,Apple,6,512,4.24309764309762,99900,red
1431,Apple,4,64,4.6,109900,silver
1434,Apple,4,256,4.7,103900,gold
1436,Apple,4,64,4.7,89900,silver
1443,Apple,4,256,4.6,121300,gold
1445,Apple,6,512,4.24309764309762,99900,starlight
1447,Apple,4,64,4.7,89900,gold
1448,Apple,4,64,4.7,89900,gold
1449,Apple,6,512,4.24309764309762,149900,graphite
1450,Apple,4,256,4.6,124900,silver
1452,Apple,4,256,4.6,121300,grey
1455,Apple,4,256,4.6,124900,gold
1456,Apple,4,512,4.6,144900,grey
1461,Apple,4,256,4.6,124900,grey
1467,Apple,4,64,4.6,49900,black
1471,Apple,4,64,4.6,49900,yellow
1475,Apple,4,128,4.6,54900,black
1477,Apple,4,256,4.6,64900,green
1484,SAMSUNG,6,128,4.3,16999,blue
1485,SAMSUNG,4,64,4.3,14999,blue
1486,SAMSUNG,6,128,4.3,16999,black
1487,SAMSUNG,4,64,4.3,14999,black
1488,SAMSUNG,4,64,4.2,12999,blue
1489,SAMSUNG,4,64,4.2,12999,green
1490,SAMSUNG,8,128,4.3,20949,blue
1492,SAMSUNG,4,64,4.2,12999,black
1495,SAMSUNG,4,64,4.2,15999,blue
1496,SAMSUNG,6,128,4.3,20499,black
1497,SAMSUNG,4,128,4.2,13999,blue
1498,SAMSUNG,6,128,4.3,20969,mint
1499,SAMSUNG,4,64,4.2,11510,blue
1500,SAMSUNG,6,128,4.3,17999,blue
1502,SAMSUNG,4,64,4.2,11989,black
1504,SAMSUNG,4,64,4.2,12144,blue
1505,SAMSUNG,4,128,4.2,13999,green
1506,SAMSUNG,4,64,4.0,13899,blue
1507,SAMSUNG,4,128,4.2,13999,black
1508,SAMSUNG,8,128,4.2,23696,mint
1509,SAMSUNG,6,64,4.2,16900,blue
1510,SAMSUNG,8,128,4.3,20999,black
1511,SAMSUNG,4,64,4.2,15999,white
1512,SAMSUNG,6,128,4.24309764309762,23999,blue
1514,SAMSUNG,6,128,3.9,14999,blue
1517,SAMSUNG,6,64,4.3,16299,black
1518,SAMSUNG,6,128,4.2,18999,black
1519,SAMSUNG,8,128,4.2,23999,grey
1520,SAMSUNG,8,256,4.3,99999,cream
1522,SAMSUNG,4,64,4.2,14499,black
1524,SAMSUNG,8,128,4.3,41999,black
1525,SAMSUNG,6,128,4.3,19725,black
1526,SAMSUNG,8,128,4.3,18950,blue
1527,SAMSUNG,4,64,4.2,14690,blue
1528,SAMSUNG,8,128,4.3,29999,blue
1529,SAMSUNG,6,128,3.9,14999,white
1530,SAMSUNG,8,128,4.3,95999,cream
1531,SAMSUNG,4,64,4.2,15980,black
1532,SAMSUNG,6,128,4.2,14999,white
1533,SAMSUNG,8,128,4.3,95999,black
1534,SAMSUNG,6,128,4.3,22498,grey
1535,SAMSUNG,6,128,4.2,29999,grey
1536,SAMSUNG,6,128,3.9,17480,black
1537,SAMSUNG,8,128,4.5,40999,white
1538,SAMSUNG,6,128,4.3,19499,black
1539,SAMSUNG,4,64,4.24309764309762,13990,blue
1540,SAMSUNG,4,64,4.3,11300,black
1541,SAMSUNG,6,128,4.24309764309762,23999,black
1542,SAMSUNG,8,128,4.5,40999,black
1543,SAMSUNG,6,128,4.2,29999,blue
1545,SAMSUNG,6,128,4.2,18999,silver
1546,SAMSUNG,6,128,4.2,18999,blue
1547,SAMSUNG,8,512,4.5,49999,black
1548,SAMSUNG,6,64,4.3,19999,green
1549,SAMSUNG,6,128,4.2,29999,green
1550,SAMSUNG,6,128,3.9,17999,black
1551,SAMSUNG,6,128,4.3,30499,black
1552,SAMSUNG,6,128,3.9,14999,black
1554,SAMSUNG,6,128,4.3,20499,mint
1555,SAMSUNG,6,128,4.1,21700,blue
1556,SAMSUNG,6,128,4.3,30499,black
1557,SAMSUNG,6,128,4.1,21700,blue
1558,SAMSUNG,6,128,3.9,14999,black
1559,SAMSUNG,6,128,4.3,20499,mint
1560,SAMSUNG,8,128,4.24309764309762,56990,navy
1561,SAMSUNG,6,128,4.3,19900,blue
1563,SAMSUNG,4,64,4.2,11499,black
1564,SAMSUNG,6,64,4.2,15380,black
1565,SAMSUNG,4,64,4.2,14499,blue
1566,SAMSUNG,8,512,4.6,92000,white
1567,SAMSUNG,4,64,4.2,17999,black
1568,SAMSUNG,6,64,4.3,17500,blue
1569,SAMSUNG,6,128,3.9,17999,white
1570,SAMSUNG,4,64,4.3,11699,violet
1572,SAMSUNG,6,128,3.9,16489,white
1573,SAMSUNG,8,128,4.5,40999,violet
1574,SAMSUNG,6,128,4.3,24990,black
1575,SAMSUNG,8,128,4.3,19990,black
1576,SAMSUNG,4,64,4.2,17999,blue
1577,SAMSUNG,8,256,4.3,86000,bronze
1579,SAMSUNG,8,128,4.4,31999,blue
1580,SAMSUNG,6,128,3.9,15271,blue
1581,SAMSUNG,6,128,4.3,39990,black
1583,SAMSUNG,8,128,4.4,34999,silver
1585,SAMSUNG,4,64,4.2,12490,black
1588,SAMSUNG,8,128,4.3,33100,red
1590,SAMSUNG,4,64,4.2,15999,black
1595,SAMSUNG,4,64,4.2,12900,white
1596,SAMSUNG,12,512,4.4,179999,black
1597,SAMSUNG,8,128,4.3,21950,blue
1598,SAMSUNG,6,128,4.3,17989,blue
1599,SAMSUNG,6,128,4.3,21995,violet
1600,SAMSUNG,8,128,4.2,22450,violet
1601,SAMSUNG,8,128,4.24309764309762,24999,black
1603,SAMSUNG,4,64,4.1,10398,blue
1606,SAMSUNG,4,64,4.2,12900,white
1607,SAMSUNG,12,512,4.4,179999,black
1608,SAMSUNG,4,64,4.2,15499,blue
1614,SAMSUNG,4,128,4.3,24900,violet
1616,SAMSUNG,6,64,4.5,70000,black
1619,SAMSUNG,4,64,4.2,15490,black
1620,SAMSUNG,4,64,4.3,14999,gold
1621,SAMSUNG,6,128,4.3,17888,black
1622,SAMSUNG,4,64,4.4,25600,blue
1624,SAMSUNG,6,128,4.2,15499,black
1625,SAMSUNG,6,128,4.3,38999,black
1627,SAMSUNG,6,128,4.3,30900,black
1628,SAMSUNG,6,128,4.3,19499,black
1629,SAMSUNG,8,256,4.3,79997,blue
1630,SAMSUNG,4,64,4.2,14499,white
1631,SAMSUNG,4,128,4.3,24900,black
1632,SAMSUNG,6,64,4.2,19999,white
1634,SAMSUNG,6,128,4.3,18999,black
1635,SAMSUNG,4,64,4.2,17999,white
1636,SAMSUNG,6,128,4.3,27810,blue
1637,SAMSUNG,4,64,4.3,12800,blue
1639,SAMSUNG,6,128,4.2,15663,black
1642,SAMSUNG,4,64,4.2,13999,white
1643,SAMSUNG,12,256,4.4,171999,black
1645,SAMSUNG,4,64,4.4,25999,gold
1649,SAMSUNG,12,256,4.5,116000,bronze
1652,SAMSUNG,4,64,4.3,14900,black
1654,SAMSUNG,8,256,4.3,86000,green
1655,SAMSUNG,8,128,4.0,65999,navy
1656,SAMSUNG,4,128,4.3,18199,black
1657,SAMSUNG,8,128,4.0,65999,white
1658,SAMSUNG,4,64,4.4,25379,blue
1661,SAMSUNG,4,64,4.5,14990,gold
1662,SAMSUNG,8,128,4.3,33100,white
1667,SAMSUNG,4,64,4.5,14990,black
1669,SAMSUNG,4,64,4.3,15990,blue
1672,SAMSUNG,4,64,4.4,14455,blue
1674,SAMSUNG,8,128,4.3,29998,black
1675,SAMSUNG,4,32,4.3,17962,black
1676,SAMSUNG,4,32,4.3,17962,black
1680,SAMSUNG,8,128,4.3,30990,black
1681,SAMSUNG,6,128,3.9,17999,blue
1682,SAMSUNG,4,64,4.3,14000,black
1683,SAMSUNG,4,64,4.3,13600,blue
1685,SAMSUNG,12,256,3.0,189999,bronze
1688,SAMSUNG,12,128,4.2,103000,gray
1690,SAMSUNG,12,256,4.5,116000,black
1691,SAMSUNG,8,512,4.6,59999,blue
1695,SAMSUNG,6,128,4.1,19999,blue
1697,SAMSUNG,6,64,4.4,24000,white
1699,SAMSUNG,6,64,4.4,21990,blue
1704,SAMSUNG,8,512,4.6,91900,black
1706,SAMSUNG,4,64,4.3,16990,blue
1707,SAMSUNG,4,64,4.4,18000,blue
1709,SAMSUNG,8,128,4.4,27999,black
1710,SAMSUNG,4,64,4.3,23748,black
1716,SAMSUNG,4,32,4.3,17889,gold
1723,SAMSUNG,12,256,4.5,128999,black
1728,SAMSUNG,4,64,4.4,17500,black
1733,SAMSUNG,4,64,4.4,18990,blue
1735,SAMSUNG,4,64,4.4,21990,black
1736,SAMSUNG,4,64,4.3,13600,red
1739,SAMSUNG,4,64,4.5,17108,blue
1740,SAMSUNG,6,64,4.2,29990,gold
1742,SAMSUNG,4,64,4.4,19500,gold
1744,SAMSUNG,4,64,4.4,19500,black
1746,SAMSUNG,8,128,4.4,22999,blue
1747,SAMSUNG,6,128,4.3,23999,blue
1749,SAMSUNG,4,64,4.2,11499,blue
1751,SAMSUNG,8,128,4.2,22450,violet
1752,SAMSUNG,8,128,4.3,31999,blue
1753,SAMSUNG,6,128,4.3,20999,blue
1754,SAMSUNG,8,128,4.4,33450,gold
1755,SAMSUNG,6,128,4.3,20999,green
1756,SAMSUNG,6,64,4.3,19999,blue
1757,SAMSUNG,8,128,4.24309764309762,24998,blue
1758,SAMSUNG,4,64,4.1,10490,red
1759,SAMSUNG,8,128,4.4,31999,black
1760,SAMSUNG,8,128,4.24309764309762,24999,black
1761,SAMSUNG,8,128,4.3,41999,violet
1762,SAMSUNG,6,128,4.3,20999,black
1764,SAMSUNG,6,128,4.4,18200,black
1765,SAMSUNG,8,128,4.3,41999,blue
1766,SAMSUNG,4,64,4.3,14990,white
1768,SAMSUNG,6,128,4.3,38999,violet
1769,SAMSUNG,6,128,4.3,22499,violet
1770,SAMSUNG,8,256,4.3,43999,blue
1771,SAMSUNG,6,128,4.1,14300,blue
1772,SAMSUNG,4,128,4.2,14999,blue
1773,SAMSUNG,6,128,4.3,25999,silver
1775,SAMSUNG,4,64,4.1,11499,black
1778,SAMSUNG,4,128,4.2,14999,black
1779,SAMSUNG,8,128,4.4,100999,black
1782,SAMSUNG,8,128,4.3,31999,grey
1783,SAMSUNG,6,128,4.3,25999,black
1784,SAMSUNG,12,256,3.0,189999,black
1785,SAMSUNG,6,128,4.4,19990,black
1786,SAMSUNG,8,256,4.3,87999,gray
1787,SAMSUNG,4,128,4.2,14999,white
1788,SAMSUNG,8,128,4.3,45000,glow
1789,SAMSUNG,6,128,4.3,21450,black
1790,SAMSUNG,6,128,4.4,24600,blue
1791,SAMSUNG,4,64,4.4,19990,black
1792,SAMSUNG,8,128,4.3,25900,gray
1796,SAMSUNG,8,128,4.4,83000,blue
1799,SAMSUNG,6,128,4.3,16800,black
1802,SAMSUNG,4,64,4.2,11499,white
1807,SAMSUNG,8,128,4.3,31999,green
1808,SAMSUNG,8,128,4.3,29999,white
1811,SAMSUNG,8,512,4.6,49999,black
1813,SAMSUNG,6,128,4.1,16999,black
1815,SAMSUNG,8,128,4.3,83999,violet
1816,SAMSUNG,6,128,4.3,25999,blue
1817,SAMSUNG,4,64,4.4,62500,black
1822,SAMSUNG,4,64,4.3,13760,blue
1826,SAMSUNG,8,128,4.4,34999,blue
1828,SAMSUNG,4,64,4.4,18000,red
1830,SAMSUNG,8,128,4.3,39000,blue
1831,SAMSUNG,6,128,4.3,30900,blue
1834,SAMSUNG,4,64,4.3,11999,blue
1835,SAMSUNG,4,64,4.3,14900,green
1836,SAMSUNG,4,64,4.4,18000,white
1838,SAMSUNG,4,64,4.3,17600,blue
1840,SAMSUNG,8,128,4.3,29999,silver
1841,SAMSUNG,4,32,3.9,46900,sapphire
1843,SAMSUNG,4,128,4.3,24900,white
1844,SAMSUNG,6,128,4.6,73990,blue
1845,SAMSUNG,6,128,4.6,73600,copper
1846,SAMSUNG,8,128,4.6,71000,white
1848,SAMSUNG,6,128,4.3,26900,white
1849,SAMSUNG,6,64,4.3,18699,blue
1852,SAMSUNG,4,32,4.3,26900,white
1855,SAMSUNG,8,128,4.4,100999,violet
1856,SAMSUNG,8,256,4.4,104999,violet
1858,SAMSUNG,6,128,4.6,73600,purple
1860,SAMSUNG,4,32,4.3,17990,blue
1861,SAMSUNG,6,128,4.1,24999,violet
1862,SAMSUNG,6,128,4.3,26900,black
1863,SAMSUNG,8,256,4.3,87999,violet
1864,SAMSUNG,8,128,4.4,34999,silver
1867,SAMSUNG,6,128,4.3,21540,gray
1869,SAMSUNG,6,128,4.3,31000,black
1870,SAMSUNG,12,512,4.6,95000,black
1871,SAMSUNG,8,128,4.4,31999,violet
1872,SAMSUNG,8,512,4.5,51000,blue
1873,SAMSUNG,4,64,4.3,18900,white
1875,SAMSUNG,4,64,4.6,49990,red
1876,SAMSUNG,4,32,3.9,56999,silver
1879,SAMSUNG,8,256,4.3,43999,violet
1881,SAMSUNG,8,128,4.4,29899,white
1883,SAMSUNG,8,128,4.3,74000,pink
1885,SAMSUNG,6,128,4.4,36000,blue
1887,SAMSUNG,4,128,4.4,61900,blue
1888,SAMSUNG,8,256,4.24309764309762,66000,black
1891,SAMSUNG,6,64,4.5,70000,red
1893,SAMSUNG,6,128,4.3,25999,white
1894,SAMSUNG,6,128,4.3,43000,red
1896,SAMSUNG,8,128,4.3,33100,black
1898,SAMSUNG,8,128,4.3,83999,white
1899,SAMSUNG,6,128,4.5,68900,black
1901,SAMSUNG,6,128,4.3,30499,violet
1904,SAMSUNG,4,128,4.4,61900,black
1905,SAMSUNG,6,64,4.5,70000,blue
1906,SAMSUNG,6,64,4.6,49999,grey
1910,SAMSUNG,8,128,4.6,59900,blue
1912,SAMSUNG,4,128,4.3,16999,white
1913,SAMSUNG,6,128,4.5,68900,purple
1914,SAMSUNG,4,64,4.4,19990,blue
1915,SAMSUNG,4,32,4.1,46300,titanium
1923,SAMSUNG,6,128,4.3,19499,mint
1924,SAMSUNG,8,256,4.4,104999,black
1926,SAMSUNG,4,32,4.1,46300,platinum
1929,SAMSUNG,4,32,4.1,46300,sapphire
1931,SAMSUNG,6,128,4.3,31000,white
1933,SAMSUNG,6,128,4.4,24600,black
1934,SAMSUNG,6,128,4.3,31000,red
1935,SAMSUNG,8,128,4.3,45000,red
1938,SAMSUNG,4,32,3.9,38900,titanium
1939,SAMSUNG,8,128,4.6,59900,white
1943,SAMSUNG,6,64,4.5,70000,purple
1948,SAMSUNG,4,128,4.4,39900,purple
1949,SAMSUNG,6,64,4.5,70000,blue
1951,SAMSUNG,6,128,4.5,68900,blue
1955,SAMSUNG,4,64,4.3,21000,white
1957,SAMSUNG,4,64,4.3,17600,black
1958,SAMSUNG,6,128,4.5,68900,gold
1960,SAMSUNG,8,128,4.5,43999,black
1961,SAMSUNG,4,64,4.4,62500,purple
1963,SAMSUNG,6,128,4.6,73600,white
1969,SAMSUNG,4,64,4.4,62500,blue
1971,SAMSUNG,8,256,4.5,75000,black
1972,SAMSUNG,4,128,4.3,19900,violet
1975,SAMSUNG,12,256,4.6,85000,black
1981,SAMSUNG,8,256,4.5,75000,red
1982,SAMSUNG,6,128,4.5,59000,white
1985,SAMSUNG,4,32,4.3,22900,black
1986,SAMSUNG,4,32,4.4,41900,coral
1988,SAMSUNG,8,512,4.6,93000,copper
1989,SAMSUNG,12,256,4.6,85000,white
1991,SAMSUNG,4,32,4.4,41900,titanium
1992,SAMSUNG,4,128,4.3,15999,green
1993,SAMSUNG,6,64,4.3,37990,black
1994,SAMSUNG,8,256,4.4,104999,silver
1995,SAMSUNG,8,256,4.3,87999,white
1996,SAMSUNG,6,128,4.5,59000,black
1997,SAMSUNG,12,256,4.6,85000,glow
1999,SAMSUNG,8,128,4.3,45000,black
2000,SAMSUNG,6,128,4.4,18439,blue
2001,SAMSUNG,8,128,4.5,43999,white
2004,SAMSUNG,4,64,4.4,26600,blue
2005,SAMSUNG,4,32,4.4,41900,onyx
2006,SAMSUNG,4,64,4.3,15500,blue
2007,SAMSUNG,4,64,4.4,26600,gold
2008,SAMSUNG,4,128,4.3,16590,blue
2010,SAMSUNG,6,128,4.2,15499,blue
2012,SAMSUNG,4,64,4.3,12250,black
2014,SAMSUNG,8,256,4.3,43999,white
2015,SAMSUNG,8,128,4.0,65999,mint
2017,SAMSUNG,4,32,4.3,22000,gold
2018,SAMSUNG,4,64,4.3,18900,violet
2019,SAMSUNG,12,512,4.6,95000,glow
2020,SAMSUNG,8,256,4.5,75000,glow
2022,SAMSUNG,8,128,4.3,52905,gray
2023,SAMSUNG,8,128,4.0,65999,lavender
2024,SAMSUNG,8,128,4.3,41999,white
2028,SAMSUNG,6,128,4.3,17194,blue
2029,SAMSUNG,4,64,4.3,21000,black
2030,SAMSUNG,8,128,4.0,65999,red
2031,SAMSUNG,6,128,4.2,15499,black
2034,SAMSUNG,8,128,4.4,100999,silver
2037,SAMSUNG,8,128,4.6,71000,blue
2038,SAMSUNG,8,128,4.6,71000,black
2041,SAMSUNG,8,128,4.4,29899,black
2044,SAMSUNG,6,128,4.2,15990,blue
2045,SAMSUNG,4,64,4.4,16490,black
2046,SAMSUNG,8,128,4.3,83999,gray
2048,SAMSUNG,6,128,4.3,17259,blue
2049,SAMSUNG,4,128,4.3,17999,black
2054,SAMSUNG,6,128,4.3,43000,glow
2055,SAMSUNG,4,64,4.4,22300,gold
2056,SAMSUNG,8,256,4.3,43999,black
2057,SAMSUNG,4,64,4.3,14900,blue
2058,SAMSUNG,12,256,4.24309764309762,169999,black
2059,SAMSUNG,4,32,3.9,30495,sapphire
2060,SAMSUNG,12,256,4.5,128999,silver
2066,SAMSUNG,6,128,4.3,26900,violet
2067,SAMSUNG,6,64,4.4,24000,black
2068,SAMSUNG,6,128,4.1,16999,white
2069,SAMSUNG,8,128,4.4,83000,black
2070,SAMSUNG,4,32,3.9,29990,titanium
2071,SAMSUNG,4,64,3.9,49990,titanium
2072,SAMSUNG,4,32,4.3,22990,black
2074,SAMSUNG,4,32,3.9,29990,platinum
2078,SAMSUNG,6,128,4.1,24999,white
2079,SAMSUNG,4,64,4.3,18900,black
2085,SAMSUNG,8,128,4.6,79000,black
2086,SAMSUNG,4,256,4.4,65900,black
2087,SAMSUNG,6,128,4.6,48669,black
2088,SAMSUNG,4,64,4.3,15500,black
2091,SAMSUNG,4,128,4.3,19900,white
2094,SAMSUNG,8,128,4.4,34999,black
2095,SAMSUNG,8,128,4.5,43999,blue
2097,SAMSUNG,6,64,4.6,74000,gold
2098,SAMSUNG,6,64,4.3,18990,white
2101,SAMSUNG,4,32,4.4,45500,titanium
2102,SAMSUNG,4,32,4.4,52000,platinum
2112,SAMSUNG,6,128,4.3,15990,blue
2113,SAMSUNG,8,128,4.3,49980,blue
2115,SAMSUNG,6,64,4.2,34000,black
2116,SAMSUNG,4,32,4.3,19980,gold
2117,SAMSUNG,6,128,4.3,30499,white
2120,SAMSUNG,8,128,4.4,31999,white
2122,SAMSUNG,6,128,4.3,19590,black
2127,SAMSUNG,6,128,4.1,15990,blue
2133,SAMSUNG,4,64,4.3,14990,black
2135,SAMSUNG,12,128,4.2,70999,black
2141,SAMSUNG,4,64,4.3,21000,blue
2142,SAMSUNG,4,32,4.1,39899,platinum
2143,SAMSUNG,4,64,4.4,22300,black
2145,SAMSUNG,4,256,4.24309764309762,1662,black
2146,SAMSUNG,6,128,4.1,15490,orange
2151,SAMSUNG,6,64,4.6,74000,black
2155,SAMSUNG,4,32,4.4,41900,platinum
2159,SAMSUNG,6,64,4.3,16000,blue
2171,SAMSUNG,4,32,4.4,24999,onyx
2175,SAMSUNG,4,128,4.3,36900,pearl
2176,SAMSUNG,4,32,4.2,34999,titanium
2177,SAMSUNG,4,32,4.2,61988,platinum
2178,SAMSUNG,4,32,4.4,36900,gold
2198,Lenovo,4,64,4.1,8499,gold
2199,Lenovo,4,64,4.1,12999,black
2200,Lenovo,4,64,3.8,19999,black
2201,Lenovo,4,64,3.9,9999,black
2202,Lenovo,4,64,3.9,9999,blue
2203,Lenovo,4,64,3.9,9999,blue
2205,Lenovo,4,32,4.1,12499,grey
2209,Lenovo,4,64,4.1,13499,gold
2216,Lenovo,4,64,4.1,16999,black
2225,Lenovo,4,32,4.0,9150,grey
2226,Lenovo,4,32,4.0,8999,grey
2232,Lenovo,4,32,4.0,7490,gold
2235,Lenovo,4,64,3.8,19999,white
2237,Lenovo,4,64,4.1,13999,black
2246,Lenovo,4,64,4.1,11999,gold
2251,Lenovo,4,64,4.1,13999,sprite
2252,Lenovo,4,32,4.1,11999,gold
2253,Lenovo,4,32,4.1,12499,silver
2254,Lenovo,4,32,4.3,17999,gold
2255,Lenovo,4,32,4.3,17999,grey
2257,Lenovo,6,128,4.1,18999,black
2258,Lenovo,4,32,4.1,11999,black
2274,Lenovo,4,64,4.1,11999,black
2275,Lenovo,4,64,4.1,11999,black
2276,Lenovo,4,32,4.0,7599,silver
2293,Lenovo,4,32,4.0,7999,grey/black
2298,Motorola,4,64,4.1,11999,blue
2299,Motorola,8,128,4.24309764309762,25999,teal
2300,Motorola,4,64,4.1,12999,grey
2301,Motorola,6,128,4.2,21999,champagne
2302,Motorola,6,128,4.3,19999,gray
2303,Motorola,4,64,4.1,11999,red
2304,Motorola,4,64,4.3,16999,gray
2305,Motorola,8,128,4.24309764309762,25999,graphite
2306,Motorola,6,128,4.2,21999,gray
2307,Motorola,6,128,4.3,19999,champagne
2308,Motorola,4,64,4.3,16999,champagne
2309,Motorola,4,64,4.1,12999,blue
2311,Motorola,8,128,4.4,34999,emerald
2312,Motorola,4,64,4.3,9999,blue
2313,Motorola,6,128,3.9,24999,teal
2315,Motorola,6,128,3.9,24999,graphite
2316,Motorola,8,256,4.0,149999,graphite
2318,Motorola,6,128,3.8,149999,black
2320,Motorola,8,128,4.4,34999,pearl
2322,Motorola,4,64,4.2,20000,black
2323,Motorola,4,64,3.9,12999,gold
2324,Motorola,4,128,4.2,22999,gradient
2325,Motorola,4,64,4.1,14999,pearl
2326,Motorola,6,128,4.2,24999,grey
2327,Motorola,4,64,4.1,15999,violet
2330,Motorola,4,64,4.1,14999,sky
2331,Motorola,6,128,4.4,19999,white
2333,Motorola,4,64,4.2,14999,blue
2334,Motorola,4,64,4.2,12999,blue
2335,Motorola,6,128,4.4,19999,blue
2336,Motorola,6,128,4.2,24999,silver
2337,Motorola,4,128,4.2,16999,blue
2339,Motorola,4,64,4.3,9999,blue
2340,Motorola,4,64,4.1,9999,graphite
2344,Motorola,4,64,4.2,14999,green
2345,Motorola,12,256,4.1,89999,sangria
2346,Motorola,6,128,3.8,149999,gold
2348,Motorola,4,64,4.3,11999,violet
2349,Motorola,4,32,4.1,7350,gray
2351,Motorola,4,64,4.3,18999,black
2352,Motorola,4,64,4.3,18999,white
2353,Motorola,6,64,4.3,24999,blue
2354,Motorola,4,64,4.1,9999,cranberry
2355,Motorola,4,64,4.3,11999,blue
2356,Motorola,4,32,4.1,9869,blue
2357,Motorola,4,64,4.1,14999,black
2358,Motorola,4,64,4.4,27999,gold
2359,Motorola,4,64,4.4,27999,gray
2360,Motorola,4,64,4.3,18999,black
2361,Motorola,4,64,4.1,14999,white
2363,Motorola,4,64,4.3,23999,blue
2364,Motorola,4,64,4.3,15999,blue
2366,Motorola,4,128,4.2,22999,gradient
2367,Motorola,4,128,4.2,22999,gradient
2370,Motorola,6,64,4.3,11829,black
2372,Motorola,4,64,4.3,15999,black
2377,Motorola,4,64,4.3,15999,pink
2379,Motorola,4,64,4.2,12999,orange
2380,Motorola,4,64,4.1,9999,blue
2381,Motorola,4,64,4.1,15999,sage
2388,Motorola,6,64,4.3,24999,black
2389,Motorola,6,64,4.1,44999,black
2391,Motorola,4,32,4.1,14999,gold
2393,Motorola,4,64,4.3,23999,black
2399,Motorola,4,64,3.9,9999,grey
2400,Motorola,4,128,4.2,16999,white
2402,Motorola,4,64,3.9,10910,silver
2405,POCO,8,128,4.4,25999,black
2406,POCO,8,128,4.4,25999,blue
2407,POCO,6,128,4.4,23999,black
2408,POCO,6,128,4.4,23999,blue
2409,POCO,6,128,4.2,17999,blue
2410,POCO,6,128,4.2,17999,yellow
2411,POCO,6,64,4.3,12999,blue
2412,POCO,6,64,4.3,12999,black
2413,POCO,6,64,4.3,12999,yellow
2414,POCO,4,64,4.3,11999,grey
2415,POCO,4,64,4.3,11999,blue
2416,POCO,4,64,4.3,11999,blue
2417,POCO,4,64,4.3,11999,black
2418,POCO,4,64,4.3,11999,yellow
2419,POCO,4,64,4.3,10999,blue
2420,POCO,4,64,4.3,10999,green
2421,POCO,4,64,4.3,10999,black
2425,vivo,6,128,4.3,13400,black
2427,vivo,8,256,4.4,54990,blue
2431,vivo,6,64,4.4,44990,dream
2434,vivo,6,128,4.3,32990,glow
2436,vivo,4,64,4.4,35990,black
2437,vivo,4,64,4.24309764309762,34990,blue
2438,vivo,6,128,4.3,34990,black
2442,vivo,6,64,4.4,34990,black
